,Handle,Title,Type,description,craft,fabric,color,Product Types,Description
788,shumaylah-anarkali-set,Shumaylah Anarkali Set,Anarkali Set,This set features kalidar kurta in handloom cotton with a yoke embroidered using bugle beads and dori. It is paired with plain palazzos.,Dori Embroidery,Cotton,Uncategorized,Anarkali Set,"The dress is a maroon-colored, long-sleeved, ankle-length A-line kurta with a high neckline, featuring a decorative embroidered panel on the upper chest and yoke, pleated detailing below the yoke, and small pom-pom trim on the sleeve cuffs and hemline.
"
789,zyva-kurta-set,Zyva Kurta Set,Kurta Set,This set features kalidar kurta in tussar georgette enhanced with dori embroidery. It is paired with a plain palazzo.,Dori Embroidery,"Tussar, Silk",Uncategorized,Kurta Set,"The dress is a long, gray kurta with three-quarter sleeves, featuring intricate red embroidery along the neckline, a vertical panel down the front, and at the sleeve cuffs, with small red button-like embellishments along the embroidered panel, and a subtle red trim along the hemline.
"
790,afshan-tunic,Afshan Top,Top,"A staple for every wardrobe, this tussar georgette gathered top is embraced with dori embroidery on the yoke. Pair it with your favorite separates.",Dori Embroidery,"Tussar, Silk",Uncategorized,Uncategorized,"The dress is a black two-piece set featuring a long-sleeved, gathered top with red embroidery along the center and cuffs, paired with wide-legged black pants.
"
791,guleen-anarkali-set,Guleen Anarkali Set,Anarkali Set,Featuring a breezy kalidar kurta in tussar georgette with silk thread embroidery along with handloom cotton embroidered crop pants.,Thread Embroidery,"Tussar, Silk, Cotton",Uncategorized,Anarkali Set,"The dress is a light beige, A-line kurta with a mandarin collar and three buttons at the neckline, featuring long sleeves and red geometric embroidery along the shoulders, sleeves, and cuffs.
"
792,y-a-l-i-n-a-tunic-set,Y A L I N A Tunic Set,Tunic Set,Featuring a breezy tunic in tussar georgette with high-low hemline detailed with pleats and silk thread embroidery on the sleeves. It comes along with embroidered crop pants.,Thread Embroidery,"Tussar, Silk",Uncategorized,Tunic Set,"The dress is a two-piece set in a muted blue-gray color, featuring a tunic-style top with a boat neckline, three-quarter sleeves adorned with geometric embroidery in shades of red, brown, and cream, a pleated hemline, and straight-leg pants with similar geometric embroidery at the cuffs.
"
793,ruwa-kurta-set,Ruwa Kurta Set,Kurta Set,"This set features straight kurta in raw silk base enhanced with an embroidred geometric pattern, plain palazzo and an embroidered silk cotton dupatta with lace detail on borders.",Thread Embroidery,Raw Silk,Uncategorized,Kurta Set,"The dress is a light brown, straight-cut kurta with a round neckline and three-quarter sleeves, featuring a geometric pattern embroidered in red and pink down the front, paired with matching light brown palazzo pants.
"
794,masakali-kurta-set,Masakali Kurta Set,Kurta Set,Tulle dupatta with silk thread aari embroidery.,Thread Embroidery,Tulle,Uncategorized,Kurta Set,"The dress is a light brown salwar kameez with a sheer dupatta, adorned with intricate floral embroidery in shades of pink, purple, and green, featuring a scalloped edge with a gold trim.
"
795,aana-jumpsuit,Aana Jumpsuit,Jumpsuit,Cosmic black embroidered jumpsuit in tussar georgette with silk thread work.,Thread Embroidery,"Tussar, Silk",Black,Jumpsuit,"The dress features a sleeveless black top with a floral embroidered neckline, a black midsection with floral embroidery, and wide-legged black pants.
"
796,tashreeh-anarkali-set,Tashreeh Anarkali Set,Anarkali Set,This set features clay white embroidered anarkali with silk thread work paired with a tussar georgette plain palazzo enhanced with lace on the border. It comes along with embroidered silk cotton dupatta.,Dori Work,"Tussar, Silk",White,Anarkali Set,"The dress features a V-neckline with intricate gold and black embroidery, long sleeves with floral embroidery in red and orange hues, a beige bodice that flows into a long, pleated skirt, and a matching beige shawl with floral embroidery along the edges.
"
797,suri-dress,Suri Dress,Dress,Sage green dress in tussar georgette with silk thread work.,Thread Embroidery,"Tussar, Silk",Green,Dress,"The dress is a light brown, knee-length A-line kurta with three-quarter sleeves, featuring intricate floral embroidery in shades of red, orange, and green around the neckline and cuffs, and a delicate white lace trim along the neckline.
"
798,tarzia-kurta-set,Tarzia Kurta Set,Kurta Set,Featuring an ash grey shirt in tussar georgette with cut work on the yoke and silk thread embroidery. It comes along with embroidered pants.,"Cut Work, Thread Embroidery","Tussar, Silk",Grey,Kurta Set,"The dress is a two-piece set featuring a grey-blue tunic with a round neckline and three-quarter sleeves, adorned with white and brown floral embroidery along the neckline, sleeves, and hem, complemented by white pom-pom trim on the sleeves and a matching pair of wide-legged pants with similar floral embroidery at the hem.
"
799,gulnaaz-tunic,Gulnaaz Tunic Set,Tunic Set,Featuring an embroiderd short jacket in tussar georgette with silk thread work and lace.,Thread Embroidery,"Tussar, Silk",Uncategorized,Tunic Set,"The dress features a navy blue sleeveless top adorned with a pattern of small, off-white floral motifs, complemented by a decorative trim along the edges and a unique, saw-tooth hemline, paired with pleated, light brown salwar-style pants that taper towards the ankle, finished with a decorative border at the hem.
"
800,mahroo-anarkali-set,Mahroo Anarkali Set,Anarkali Set,This set features ash grey anarkali with silk thread work. It comes along with embroidered silk cotton dupatta enhanced with frill on the borders.,Thread Embroidery,"Tussar, Silk",Grey,Anarkali Set,"The dress is a long, flowing, dark gray Anarkali-style gown with a round neckline, long sleeves, and a fitted bodice that transitions into a full, flared skirt; the bodice and sleeves are adorned with intricate, light-colored floral embroidery, while the skirt features similar embroidery near the hem, which is finished with a contrasting striped border, and a tassel detail hangs from the waist tie.
"
801,shirin-kurta-set,Shirin Kurta Set,Kurta Set,This set features embroidered silk cotton gathered shirt paired with a fully embroidered tussar georgette palazzo.,Thread Embroidery,Tussar Silk,Uncategorized,Kurta Set,"The dress is a light beige tunic with a square neckline adorned with embroidered square patterns featuring floral motifs and a dark blue border, it has three-quarter length bell sleeves with a dark blue trim, and a gathered waist that creates a flared, layered effect, the dress also has a subtle floral pattern throughout.
"
802,golaleh-kurta-set,Golaleh Kurta Set,Kurta Set,This set features embroidered tussar georgette shirt with silk thread work and palazzos. It comes along with embroidered silk cotton dupatta enhanced with frill on the edges.,Thread Embroidery,Tussar Silk,Uncategorized,Kurta Set,"The dress is a light brown salwar kameez with a round neckline and three-quarter sleeves, featuring floral embroidery in pink and blue around the neckline and on the sleeves, the salwar has similar floral embroidery along the hem, and it includes a matching dupatta with a pink ruffled border.
"
803,sohi-anarkali-set,Sohi Anarkali Set,Anarkali Set,This set features embroidered tussar georgette kalidar kurta with silk thread work. It comes with tussar georgette plain pants.,Thread Embroidery,Tussar Silk,Uncategorized,Anarkali Set,"The dress is a black, A-line tunic with a round neckline and three-quarter sleeves, adorned with intricate floral embroidery in shades of pink, blue, and green around the neckline, sleeve cuffs, and lower portion of the tunic, featuring a delicate gold border outlining the embroidered areas.
"
804,bousini-tunic,Bousini Top,Top,Cosmic black embroidered gathered top in tussar georgette with intricate silk threadwork. Pair it with your favorite separates.,Thread Embroidery,Tussar Silk,Black,Tunic Set,"The dress is a black, loose-fitting tunic with a round neckline and long, bell sleeves, adorned with floral embroidery in shades of pink, blue, and yellow around the neckline and sleeve cuffs, featuring vertical pleats from the neckline down the front.
"
805,omera-anarkali-set,Omera Anarkali Set,Anarkali Set,This set features embroidered tussar georgette kalidar kurta with silk thread work enhanced with gota lace. It comes with tussar georgette plain palazzos.,"Thread Embroidery, Gota Patti",Tussar Silk,Uncategorized,Anarkali Set,"The dress is a maroon-colored kurta and palazzo set, featuring a round neckline and three-quarter sleeves, adorned with intricate white and green floral embroidery around the neckline and scattered floral motifs on the sleeves and lower portion of the kurta, complemented by a delicate gold trim along the edges.
"
806,mahya-kurta-set,Mahya Kurta Set,Kurta Set,This set features embroidered tussar georgette shirt with silk thread aari work and palazzos. It comes along with embroidered silk cotton dupatta enhanced with lace and silk thread tassels.,Aari Work,Tussar Silk,Uncategorized,Kurta Set,"The dress is a black salwar kameez with a boat neck, featuring floral embroidery in a light color around the neckline, down the front, and on the sleeves, accompanied by a matching dupatta with similar floral embroidery and tassel details.
"
807,qara-kurta-set,Qara Kurta Set,Kurta Set,This set features embroidered tussar georgette shirt with silk thread aari work and embroidered palazzos. It comes along with an embroidered silk cotton dupatta.,Aari Work,Tussar Silk,Uncategorized,Kurta Set,"The dress is a beige-colored salwar kameez with a round neckline trimmed with a thin red border, featuring long sleeves with flared cuffs also trimmed with red, adorned with white floral embroidery scattered across the fabric, and paired with a red dupatta that has a wide white floral embroidered border.
"
808,zuni-dress,Zuni Dress,Dress,Ash grey tunic dress in tussar georgette with silk threadwork.,Thread Embroidery,Tussar Silk,Grey,Dress,"The dress is a knee-length, long-sleeved, collared dress in a muted blue-gray color, featuring a central panel with intricate white and gold embroidery in a floral and geometric pattern, complemented by small embroidered floral details scattered across the upper portion of the dress and sleeve cuffs.
"
809,minou-tunic,Minou Tunic Set,Tunic Set,Clay white tunic dress in tussar georgette with cutwork and silk thread work.,Cut Work,Tussar Silk,White,Tunic Set,"The dress is a short, beige tunic with a round neckline and three-quarter sleeves, featuring a central panel with vertical textured detailing flanked by embroidered floral vines in shades of green and white, finished with a delicate white pom-pom trim along the hemline and sleeve cuffs.
"
810,kiana-kurta-set,Kiana Kurta Set,Kurta Set,This set features embroidered tussar georgette shirt with silk thread work. It is paired with embroidered pants. It comes along with embroidered silk cotton dupatta.,Thread Embroidery,Tussar Silk,Uncategorized,Kurta Set,"The ensemble features a maroon kurta with a high neckline and full sleeves, adorned with intricate white and green floral embroidery across the chest and shoulder area, paired with matching maroon pants that also have floral embroidery near the ankles, and a contrasting off-white dupatta with a maroon floral embroidered border.
"
811,maneli-anarkali-set,Maneli Anarkali Set,Anarkali Set,Featuring a sage green gathered anarkali in tussar cotton with silk thread aari embroidery along with embroidered harem pants.,Aari Work,Tussar Silk,Green,Anarkali Set,"The dress is a beige Anarkali-style kurta with a patterned yoke and sleeves featuring floral and paisley motifs in shades of blue, red, and yellow, the kurta has a gathered waist and a flared skirt with a delicate white trim at the hem, the sleeves are wide and also trimmed with white lace.
"
812,maliih-anarkali-set,Maliih Anarkali Set,Anarkali Set,Featuring a pearl white kalidaar anarkali in handloom cotton with silk thread aari embroidery along with embroidered harem pants.,Aari Work,Cotton,White,Anarkali Set,"The dress is an off-white, A-line kurta with a collared neckline and a buttoned placket, featuring long sleeves with patterned cuffs and floral embroidery on the sleeves and down the front, finished with a ruffled hem.
"
813,daisha-anarkali-set,Daisha Anarkali Set,Anarkali Set,Featuring a clay white kalidar tussar georgette kurta with gather detailing and silk thread embroidery along with pants.,Thread Embroidery,Tussar Silk,White,Anarkali Set,
814,farheen-tunic,Farheen Top,Top,Rosewood embroidered tunic in tussar georgette with silk threadwork. Pair it with your favorite separates.,Thread Embroidery,Tussar Silk,Uncategorized,Tunic Set,"The ensemble features a red tunic-style top with a mandarin collar and a partial button placket, adorned with intricate floral embroidery on the upper chest and sleeve cuffs, paired with wide-legged, light brown pants featuring a subtle plaid pattern.
"
815,zainab-kurta-set,Zainab Kurta Set,Kurta Set,This set features embroidered tussar georgette suit with silk thread work. It is paired with plain palazzos. It comes along with embroidered silk cotton dupatta enhanced with a frill on the border.,Thread Embroidery,Tussar Silk,Uncategorized,Kurta Set,"The dress is a three-piece suit featuring a red kurta with a round neckline and three-quarter sleeves, adorned with floral embroidery in shades of red and gold along the front and sleeves, paired with matching red palazzo pants, and an olive green dupatta with a red ruffled border and scattered floral embroidery.
"
816,abeera-jumpsuit,Abeera Jumpsuit,Jumpsuit,Cosmic black embroidered jumpsuit in tussar georgette with silk threadwork.,Thread Embroidery,Tussar Silk,Black,Jumpsuit,"The dress features a black sleeveless crop top with a V-neckline and is adorned with small, scattered floral embroidery in shades of orange and green, paired with high-waisted, wide-legged black pants that have a subtle sheen and a pleated front.
"
817,rahele-tunic,Rahele Top,Top,Cosmic black embroidered tunic in tussar georgette with silk threadwork. Pair it with your favorite separates.,Thread Embroidery,Tussar Silk,Black,Tunic Set,
818,veeda-kurta-set,Veeda Kurta Set,Kurta Set,Featuring an ash grey kalidar kurta in tussar georgette with silk thread embroidery along with pants.,Thread Embroidery,Tussar Silk,Grey,Kurta Set,"The dress is a dark gray, long-sleeved, A-line kurta with a round neckline, featuring a central opening and detailed floral embroidery in shades of orange, yellow, and green on the upper front, complemented by smaller floral motifs on the sleeves, paired with matching wide-legged pants.
"
819,lale-kurta-set,Lale Kurta Set,Kurta Set,This set features embroidered tussar georgette suit with silk thread work. It is paired with plain palazzos. It comes along with heavy embroidered organza dupatta.,Thread Embroidery,"Tussar Silk, Organza",Uncategorized,Kurta Set,"The dress is a three-piece suit featuring a dark blue kurta with three-quarter sleeves and a scalloped V-neckline, adorned with floral embroidery in shades of pink and yellow along the neckline, front panel, and sleeve cuffs, paired with matching dark blue palazzo pants and a sheer dupatta with scalloped edges and floral embroidery.
"
820,laela-anarkali-set,Laela Anarkali Set,Anarkali Set,This set features cosmic black embroidered short tussar georgette anarkali with silk thread work. It is paired with a matching bottom. It comes along with embroidered silk cotton dupatta enhanced with lace on the borders.,Thread Embroidery,Tussar Silk,Black,Anarkali Set,"The dress is a black three-piece suit featuring a tunic with a round neckline and a partial button-down placket, the tunic has long sleeves with floral embroidered cuffs and a matching floral embroidered hemline, the suit includes wide-legged black pants and a black dupatta adorned with small gold-colored dots and a lace trim.
"
821,nehiza-kurta-set,Nehiza Kurta Set,Kurta Set,This set features embroidered tussar georgette suit with silk thread work. It is paired with pants and embroidered tulle dupatta enhanced with lace on the borders.,Thread Embroidery,"Tussar, Georgette, Silk, Tulle",Uncategorized,Kurta Set,"The dress is a light beige, long-sleeved kurta with a mandarin collar and a center front slit, adorned with a large, diamond-shaped floral embroidery in shades of pink, yellow, and gray on the chest, and matching floral embroidery along the edges of the sleeves and the slit, paired with matching wide-legged pants.
"
822,zuha-kurta-set,Zuha Kurta Set,Kurta Set,This set features embroidered handloom cotton panel suit with silk thread work . It is paired with plain palazzo . It comes along with embroidered silk cotton dupatta enhanced with frill on the borders.,Thread Embroidery,"Cotton, Silk",Uncategorized,Kurta Set,
823,nasrine-tunic,Nasrine Top,Top,Pearl white embroidered overlap style top in handloom cotton with silk threadwork. Pair it with your favorite separates.,Thread Embroidery,"Cotton, Silk",White,Uncategorized,"The dress is a cream-colored top with a V-neck and short, wide sleeves featuring red and brown floral embroidery on the shoulders and chest, and the sleeves have thin, horizontal stripes at the ends.
"
824,gulberg-anarkali-set,Gulberg Anarkali Set,Anarkali Set,This set features sage green embroidered anarkali with silk thread work. It is paired with boski palazzo. It comes along with embroidered silk cotton dupatta enhanced with lace on the borders.,Thread Embroidery,"Tussar, Silk",Green,Anarkali Set,"The dress is a beige-colored Anarkali-style gown with long sleeves, featuring floral embroidery in shades of red, yellow, and green around the neckline, sleeves, and down the front of the dress, and it comes with a matching dupatta that has small embellishments and floral embroidery at the bottom.
"
825,farva-anarkali-set,Farva Anarkali Set,Anarkali Set,This set features rosewood embroidered kalidar kurta with silk thread work. It is paired with plain palazzos.,Thread Embroidery,"Tussar, Silk",Uncategorized,Anarkali Set,"The dress is a two-piece set in a deep red color, featuring a long-sleeved, A-line tunic with a mandarin collar and a button-down front, adorned with floral embroidery on the upper right chest and sleeve cuffs, complemented by matching wide-legged palazzo pants.
"
826,sadiya-tunic,Sadiya Tunic Set,Tunic Set,Ash grey embroidered shirt in tussar georgette with silk threadwork. Pair it with your favorite separates.,Thread Embroidery,"Tussar, Georgette, Silk",Grey,Tunic Set,"The dress is a long-sleeved, button-down shirt in a muted blue-gray color, featuring a collared neckline with gathered pleats at the yoke, delicate floral embroidery on the upper right shoulder, and small, round buttons down the front, with embellished cuffs.
"
827,zaina-kurta-set,Zaina Kurta Set,Kurta Set,This set features embroidered tussar georgette suit with silk thread work. It is paired with plain palazzos. It comes along with embroidered silk cotton dupatta enhanced with frill on the borders.,Thread Embroidery,"Tussar, Georgette, Silk",Uncategorized,Kurta Set,"The dress is a dark gray kurta with a mandarin collar and long sleeves, featuring intricate orange floral embroidery along the neckline, down the front, on the sleeves, and scattered throughout the body of the kurta, paired with matching dark gray palazzo pants.
"
828,marzhan-anarkali-set,Marzhan Anarkali Set,Anarkali Set,This set features an embroidered waistcoat in raw silk with handloom cotton anarkali embroidred with dori and silk threads. It comes along with embroidered silk cotton dupatta enhanced with lace on the borders.,Dori Work,"Raw Silk, Cotton, Silk",Uncategorized,Anarkali Set,"The dress is a long, flowing, off-white Anarkali-style gown with a round neckline and long sleeves, featuring intricate floral embroidery in a copper or light brown hue around the neckline, bodice, and cuffs, and a matching dupatta with a decorative border.
"
829,mehrin-tunic,Mehrin Top,Top,Sage green embroidered shirt in tussar georgette with silk threadwork. Pair it with your favorite separates.,Dori Work,"Tussar, Georgette, Silk",Green,Uncategorized,"The outfit features a light brown, collared shirt with three-quarter sleeves and a button-down front, adorned with delicate floral embroidery in peach tones down the center, paired with wide-legged, light brown pants featuring a subtle plaid pattern.
"
830,iffah-kurta-set,Iffah Kurta Set,Kurta Set,This set features a yoke embroidered tussar georgette suit with resham and dori embroidery. It is paired with plain palazzos. It comes along with embroidered silk cotton dupatta enhanced with lace on the borders.,"Dori Work, Thread Embroidery","Tussar, Georgette, Silk",Uncategorized,Kurta Set,"The dress is a black straight-cut kurta with long sleeves, featuring intricate peach-colored floral embroidery around the neckline, down the front placket, and scattered throughout the body of the kurta, with additional embroidery detailing the sleeve cuffs.
"
831,shahmir-anarkali-set,Shahmir Anarkali Set,Anarkali Set,This set features yoke embroidered tussar georgette short anarkali with resham and dori embroidery. It is paired with plain palazzos. It comes along with embroidered silk cotton dupatta enhanced with lace on the borders.,"Dori Work, Thread Embroidery","Tussar, Georgette, Silk",Uncategorized,Anarkali Set,
832,paraisa-kurta-set,Paraisa Kurta Set,Kurta Set,This set features multi-color embroidered handloom cotton suit with silk thread work. It is paired with plain palazzos. It comes along with embroidered silk cotton dupatta enhanced with lace on the borders.,Thread Embroidery,"Cotton, Silk",Uncategorized,Kurta Set,"The dress is a light beige or off-white salwar kameez with a V-neckline, featuring intricate floral embroidery in red, yellow, and blue around the neckline, down the front panel, on the sleeves, and along the hem of the tunic, paired with matching wide-legged pants and a sheer dupatta adorned with scattered floral embroidery and a delicate beaded trim.
"
833,pegah-tunic,Pegah Top,Top,Clay white embroidered tussar georgette yoke top with intricate silk threadwork.Pair it with your favorite separates.,Thread Embroidery,"Tussar, Georgette, Silk",White,Uncategorized,"The dress is a light brown two-piece set featuring a top with a V-neckline adorned with colorful floral embroidery and pleated detailing below the embroidery, paired with matching straight-legged pants.
"
834,zeba-anarkali-set,Zeba Anarkali Set,Anarkali Set,This set features a multi-color embroidered tussar georgette long anarkali with silk thread work. It comes along with embroidered silk cotton dupatta enhanced with lace on the borders.,Thread Embroidery,"Tussar, Georgette, Silk",Uncategorized,Anarkali Set,"The dress is a light beige, floor-length Anarkali gown with three-quarter sleeves, featuring floral embroidery in red, blue, and yellow around the neckline and waist, and a matching dupatta with floral embroidery along the edges and small scattered embellishments.
"
835,mehreen-anarkali-set,Mehreen Anarkali Set,Anarkali Set,This set features an embroidered tussar georgette kalidar kurta accentuated with metallic handwork embroidery. It is paired with straight pants with velvet trims and a tulle dupatta enhanced with velvet ruffles.,Zardozi Embroidery,"Tussar, Silk, Tulle, Velvet",Uncategorized,Anarkali Set,
836,sumaiya-kurta-set,Sumaiya Kurta Set,Kurta Set,This set features an embroidered tussar georgette straight long kurta accentuated with applique work and metallic hand work embroidery. It is paired with tussar georgette flared sharara and banarasi dupatta.,"Zardozi Embroidery, Applique Work","Tussar, Georgette, Silk, Banarasi",Uncategorized,Kurta Set,"The dress is a cream-colored, long-sleeved Anarkali suit with intricate gold embroidery around the neckline, cuffs, and hem, featuring a layered skirt with a contrasting beige panel adorned with similar gold embellishments, and a patterned beige dupatta with a gold border.
"
837,aroosa-lehenga-set,Aroosa Lehenga Set,Lehenga Set,"This set features embroidered raw silk semi formal lehenga, embroidered blouse enhanced with metallic handwork embroideryand a tulle dupatta.",Zardozi Embroidery,"Raw Silk, Tulle",Uncategorized,Lehenga Set,"The dress is a three-piece lehenga set featuring a short-sleeved blouse with intricate gold embroidery, a high-waisted, full-flared skirt with matching gold floral embroidery and small embellishments, and a sheer white dupatta with gold polka dots and a decorative border.
"
838,nazgul-gharara-set,Nazgul Gharara Set,Gharara Set,This set features embroidered tussar georgette short anarkali with metallic handwork embroidery. It is paired with tussar georgette double layered sharara and an embroidered tulle dupatta.,Zardozi Embroidery,"Tussar, Georgette, Silk, Tulle",Uncategorized,Gharara Set,"The dress is a maroon-colored, three-quarter sleeve kurta with gold embroidery around the neckline, front panel, and sleeve cuffs, paired with matching maroon palazzo pants featuring two tiers with gold trim, and a sheer beige dupatta with gold floral embroidery and maroon trim.
"
839,majedah-anarkali-set,Majedah Anarkali Set,Anarkali Set,This set features an embroidered raw silk long anarkali enhanced with applique work and resham hand work embroidery and an embroidered tulle dupatta.,"Zardozi Embroidery, Applique Work","Raw Silk, Tulle",Uncategorized,Anarkali Set,
840,naaz-lehenga-set,Naaz Lehenga Set,Lehenga Set,This set features an embroidered raw silk lehenga and blouse with resham applique and metallic embroidery. It comes along with dori embroidered silk organza dupatta enhanced with lace on the borders.,"Zardozi Embroidery, Dori Embroidery, Applique Work","Raw Silk, Organza, Silk",Uncategorized,Lehenga Set,"The dress is a three-piece lehenga set featuring a short-sleeved blouse with a V-neckline and intricate floral embroidery, a high-waisted lehenga skirt with vertical gold embellishments and a broad floral border at the hem, and a dupatta with floral patterns and a fringed border.
"
841,zarafhan-kurta-set,Zarafhan Kurta Set,Kurta Set,Pearl white paisey motif applique work dupatta in tulle with zari and lace on the borders.,Zardozi Embroidery,Cotton,White,Kurta Set,"The dress is a light beige or cream-colored salwar kameez with intricate gold and silver embroidery, featuring a long-sleeved top, wide-legged pants with embroidered hems, and a sheer dupatta with elaborate paisley-like patterns and sequin embellishments.
"
842,eaheh-gharara-set,Eaheh Gharara Set,Gharara Set,This set features embroidered tussar georgette short kalidar with applique metallic handwork embroidery on the yoke. It is paired with embroidered sharara. It comes along with embroidered silk organza dupatta enhanced with lace on the borders.,Zardozi Embroidery,"Tussar, Silk, Georgette, Organza",Uncategorized,Gharara Set,"The dress is a dark gray, two-piece ensemble featuring a short, flared top with long sleeves and a round neckline, adorned with intricate gold and maroon embroidery on the chest and cuffs, paired with a long, flowing skirt that has a gold trim at the hem, and a sheer, light beige dupatta with a gold sequined border.
"
843,sanaz-anarkali-set,Sanaz Anarkali Set,Anarkali Set,This set features an embroidered tussar georgette long kalidar with applique metallic handwork embroidery on the yoke. it is paired with embroidered flared pants. It comes along with embroidered tulle dupatta enhanced with lace on the borders.,Zardozi Embroidery,"Tussar, Silk, Georgette, Tulle",Uncategorized,Anarkali Set,"The dress is a three-piece Anarkali suit featuring a bodice with intricate gold and beige embroidery, long sleeves with embroidered cuffs, a flowing grey skirt with a gold patterned border, and a sheer cream-colored dupatta with delicate embroidery and a gold trim.
"
844,farideh-anarkali-set,Farideh Anarkali Set,Anarkali Set,This set features embroidered raw silk short kalidar with paisley applique motifs and metallic handwork embroidery. It is paired with tussar georgette embroidered flared palazzos. It comes along with an embroidered silk organza dupatta enhanced with lace on the borders.,Zardozi Embroidery,"Raw Silk, Georgette, Organza",Uncategorized,Anarkali Set,"The dress is a black three-quarter sleeve peplum top with gold embroidery around the neckline, sleeves, and hem, paired with a long, flowing black skirt that has small gold embellishments, and a light beige dupatta with gold trim.
"
845,narmin-kurta-set,Narmin Kurta Set,Kurta Set,This set features embroidered raw silk panel kurta with metallic hand work embroidery. It is paired with tussar georgette embroidered flared palazzos. It comes along with embroidered tulle dupatta enhanced with lace on the borders.,Zardozi Embroidery,"Raw Silk, Georgette, Tulle",Uncategorized,Kurta Set,"The dress is a maroon-colored, three-piece ethnic suit featuring a straight-cut kurta with a mandarin collar and three-quarter sleeves, adorned with intricate gold embroidery around the neckline, sleeve hems, and lower torso, paired with wide-legged palazzo pants that have elaborate gold paisley embroidery at the hem, and a sheer, light beige dupatta with a red and gold embroidered border and scattered gold sequins.
"
846,jahan-tunic-set,Jahan Tunic Set,Tunic Set,This set features embroidered raw silk short jacket with applique metallic hand work embroidery. It is paired with tussar georgette embroidered pants.,Zardozi Embroidery,"Raw Silk, Georgette",Uncategorized,Tunic Set,"The dress features a black top with intricate white and silver embroidery around the neckline, chest, and sleeve cuffs, paired with voluminous black pants that gather at the ankles with embroidered cuffs.
"
847,fidda-kurta-set,Fidda Kurta Set,Kurta Set,This set features embroidered handloom cotton kurta with applique metallic hand work. It is paired with embroidered palazzos. It comes along with an embroidered tulle dupatta enhanced with lace on the borders.,Zardozi Embroidery,"Cotton, Tulle",Uncategorized,Kurta Set,"The dress is a light cream-colored salwar kameez with a V-neckline, long sleeves, and intricate silver and gold embroidery around the neckline, down the front panel, on the cuffs, and along the hem of the tunic and pants, accompanied by a sheer dupatta with matching embroidered trim and scattered embellishments.
"
848,nazveen-lehenga-set,Nazveen Lehenga Set,Lehenga Set,This set features an embroidered raw silk lehenga and applique work blouse with metallic hand work. It comes along with an embroidered silk organza dupatta that has been enhanced with lace on the borders.,Zardozi Embroidery,"Raw Silk, Organza",Uncategorized,Lehenga Set,"The dress is a white lehenga choli with a three-quarter sleeve blouse featuring a high neckline and intricate square pattern embroidery in red, black, and gold, the skirt is white with scattered gold floral embroidery and a red and gold embellished border, and a sheer white dupatta with a matching red and gold border with fringe detailing.
"
849,afshaneh-kurta-set,Afshaneh Kurta Set,Kurta Set,This set features embroidered tussar georgette kurta with applique metallic hand work on the yoke. It is paired with embroidered palazzos and comes along with an embroidered tulle dupatta that has been enhanced with lace on the borders.,Zardozi Embroidery,"Tussar, Silk, Georgette, Tulle",Uncategorized,Kurta Set,"The dress is a beige-colored salwar kameez with a red embroidered yoke, long sleeves with red embroidered cuffs, gold floral embroidery scattered on the front, a slit down the front of the kameez, and wide-legged salwar pants with red and gold embroidered hems, accompanied by a sheer dupatta with a red and gold embroidered border.
"
850,fereena-anarkali-set,Fereena Anarkali Set,Anarkali Set,This set features a sage green embroidered kalidar kurta with metallic hand work and tassles.It is paired with embroidered palazzo.,Zardozi Embroidery,"Tussar, Silk",Green,Anarkali Set,"The dress is a light brown, long-sleeved, A-line kurta with a mandarin collar and a button-down front, featuring intricate gold embroidery along the front panels and sleeve cuffs, as well as small, scattered floral embroidery throughout the fabric, and it is paired with matching straight-leg pants that have similar gold embroidery along the hem.
"
851,bano-lehenga-set,Bano Lehenga Set,Lehenga Set,This set features an embroidered raw silk bridal lehenga and blouse with applique metallic handwork embroidery. It comes along with embroidered silk organza and tulle dupattas enhanced with lace on the borders.,Zardozi Embroidery,"Raw Silk, Organza, Tulle",Uncategorized,Lehenga Set,"The dress is a light gold lehenga choli with intricate embroidery and embellishments, featuring a short-sleeved blouse with a scoop neckline and a high-waisted, flared skirt, paired with a sheer dupatta adorned with delicate floral motifs and a decorative border.
"
852,laiba-saree,Laiba Saree Set,Saree Set,Featuring a banarasi brocade attached georgette saree accentuated with frills on hem. Paired with anchor thread detailed raw silk blouse.,Thread Embroidery,"Banarasi, Georgette, Raw Silk, Tussar",Uncategorized,Saree Set,"The dress is a saree with a light purple blouse featuring three-quarter sleeves and subtle white stripes, the saree's upper portion is light purple with a white floral pattern and a delicate white lace trim, transitioning to a light peach lower portion with three tiers of ruffles.
"
853,muazzaz-saree,Muazzaz Saree Set,Saree Set,Featuring a cosmic black embroidered saree in tussar silk with a metallic hand work belt and a raw silk embroidered blouse.,Zardozi Embroidery,"Tussar, Silk, Raw Silk",Black,Saree Set,"The dress is a black saree with a subtle sheen, featuring a thin, dark border along the edges and a series of parallel, thin, horizontal lines near the bottom of the pallu.
"
854,zonera-saree,Zonera Saree Set,Saree Set,Featuring a cosmic black embroidered saree in georgette with metallic handwork and a raw silk embroidered blouse.,Zardozi Embroidery,"Tussar, Silk, Georgette, Raw Silk",Black,Saree Set,"The dress is a black saree with a sheer fabric, featuring a gold embellished border along the edges, paired with a sleeveless blouse that has a V-neckline and is adorned with gold and silver embroidery.
"
